id,domain,domain_label,subdomain,subdomain_label,tier,level,priority,frequency,question_type,role_tracks,question,answer_requirements,follow_up_question,source_name,source_url,source_locator,status,review_status,quality_origin,import_action
master-java-io-nio-04,java,Java,io-nio,I/O and NIO,A,advanced,P2,occasional,framework_design,Senior SDET | Lead SDET | Test Automation Architect,"Design a reusable automation-framework component that depends on I/O and NIO. Explain API boundaries, thread safety, observability, performance trade-offs, and how you would test the component itself.","Accurately define I/O and NIO in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Discuss API/language semantics, edge cases, and maintainability. | Include code-level testing or debugging considerations. | Explain trade-offs at scale and identify conditions that would change the chosen design.",How would you prove the solution works in CI and not only on a developer machine?,Dev.java,https://dev.java/learn/,I/O and NIO,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-java-reflection-annotations-01,java,Java,reflection-annotations,Reflection And Annotations,A,basic,P0,very_common,concept,Senior SDET | Lead SDET | Test Automation Architect,"In Java, explain reflection and annotations. Which language or library rules govern it, and show a small code example that demonstrates correct behavior.","Accurately define reflection and annotations in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Discuss API/language semantics, edge cases, and maintainability. | Include code-level testing or debugging considerations.",What evidence would cause you to reject the first implementation of reflection and annotations?,Dev.java,https://dev.java/learn/,reflection and annotations,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-java-reflection-annotations-02,java,Java,reflection-annotations,Reflection And Annotations,A,intermediate,P1,common,coding,Senior SDET | Lead SDET | Test Automation Architect,"A test-automation codebase uses reflection and annotations in a way that is correct on small examples but fails under realistic data or concurrency. Review the design, identify the defect, and propose a maintainable correction.","Accurately define reflection and annotations in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Discuss API/language semantics, edge cases, and maintainability. | Include code-level testing or debugging considerations.","How would your answer change under parallel execution, larger data volume, or an unreliable dependency?",Dev.java,https://dev.java/learn/,reflection and annotations,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-java-reflection-annotations-03,java,Java,reflection-annotations,Reflection And Annotations,A,advanced,P2,occasional,debugging,Senior SDET | Lead SDET | Test Automation Architect,"Diagnose a production-like failure involving reflection and annotations. Describe the runtime evidence, code-level investigation, edge cases, and regression tests you would require before accepting the fix.","Accurately define reflection and annotations in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Discuss API/language semantics, edge cases, and maintainability. | Include code-level testing or debugging considerations. | Explain trade-offs at scale and identify conditions that would change the chosen design.",Which part of your design is most likely to become a maintenance problem after one year?,Dev.java,https://dev.java/learn/,reflection and annotations,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-java-reflection-annotations-04,java,Java,reflection-annotations,Reflection And Annotations,A,advanced,P2,occasional,framework_design,Senior SDET | Lead SDET | Test Automation Architect,"Design a reusable automation-framework component that depends on reflection and annotations. Explain API boundaries, thread safety, observability, performance trade-offs, and how you would test the component itself.","Accurately define reflection and annotations in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Discuss API/language semantics, edge cases, and maintainability. | Include code-level testing or debugging considerations. | Explain trade-offs at scale and identify conditions that would change the chosen design.",How would you prove the solution works in CI and not only on a developer machine?,Dev.java,https://dev.java/learn/,reflection and annotations,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-java-design-patterns-01,java,Java,design-patterns,Design Patterns,A,basic,P0,very_common,concept,Senior SDET | Lead SDET | Test Automation Architect,"In Java, explain design patterns. Which language or library rules govern it, and show a small code example that demonstrates correct behavior.","Accurately define design patterns in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Discuss API/language semantics, edge cases, and maintainability. | Include code-level testing or debugging considerations.",What evidence would cause you to reject the first implementation of design patterns?,Dev.java,https://dev.java/learn/,design patterns,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-java-design-patterns-02,java,Java,design-patterns,Design Patterns,A,intermediate,P1,common,coding,Senior SDET | Lead SDET | Test Automation Architect,"A test-automation codebase uses design patterns in a way that is correct on small examples but fails under realistic data or concurrency. Review the design, identify the defect, and propose a maintainable correction.","Accurately define design patterns in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Discuss API/language semantics, edge cases, and maintainability. | Include code-level testing or debugging considerations.","How would your answer change under parallel execution, larger data volume, or an unreliable dependency?",Dev.java,https://dev.java/learn/,design patterns,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-java-design-patterns-03,java,Java,design-patterns,Design Patterns,A,advanced,P2,occasional,debugging,Senior SDET | Lead SDET | Test Automation Architect,"Diagnose a production-like failure involving design patterns. Describe the runtime evidence, code-level investigation, edge cases, and regression tests you would require before accepting the fix.","Accurately define design patterns in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Discuss API/language semantics, edge cases, and maintainability. | Include code-level testing or debugging considerations. | Explain trade-offs at scale and identify conditions that would change the chosen design.",Which part of your design is most likely to become a maintenance problem after one year?,Dev.java,https://dev.java/learn/,design patterns,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-java-design-patterns-04,java,Java,design-patterns,Design Patterns,A,advanced,P2,occasional,framework_design,Senior SDET | Lead SDET | Test Automation Architect,"Design a reusable automation-framework component that depends on design patterns. Explain API boundaries, thread safety, observability, performance trade-offs, and how you would test the component itself.","Accurately define design patterns in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Discuss API/language semantics, edge cases, and maintainability. | Include code-level testing or debugging considerations. | Explain trade-offs at scale and identify conditions that would change the chosen design.",How would you prove the solution works in CI and not only on a developer machine?,Dev.java,https://dev.java/learn/,design patterns,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-java-clean-code-01,java,Java,clean-code,Clean Code,A,basic,P0,very_common,concept,Senior SDET | Lead SDET | Test Automation Architect,"In Java, explain clean code. Which language or library rules govern it, and show a small code example that demonstrates correct behavior.","Accurately define clean code in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Discuss API/language semantics, edge cases, and maintainability. | Include code-level testing or debugging considerations.",What evidence would cause you to reject the first implementation of clean code?,Dev.java,https://dev.java/learn/,clean code,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-java-clean-code-02,java,Java,clean-code,Clean Code,A,intermediate,P1,common,coding,Senior SDET | Lead SDET | Test Automation Architect,"A test-automation codebase uses clean code in a way that is correct on small examples but fails under realistic data or concurrency. Review the design, identify the defect, and propose a maintainable correction.","Accurately define clean code in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Discuss API/language semantics, edge cases, and maintainability. | Include code-level testing or debugging considerations.","How would your answer change under parallel execution, larger data volume, or an unreliable dependency?",Dev.java,https://dev.java/learn/,clean code,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-java-clean-code-03,java,Java,clean-code,Clean Code,A,advanced,P2,occasional,debugging,Senior SDET | Lead SDET | Test Automation Architect,"Diagnose a production-like failure involving clean code. Describe the runtime evidence, code-level investigation, edge cases, and regression tests you would require before accepting the fix.","Accurately define clean code in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Discuss API/language semantics, edge cases, and maintainability. | Include code-level testing or debugging considerations. | Explain trade-offs at scale and identify conditions that would change the chosen design.",Which part of your design is most likely to become a maintenance problem after one year?,Dev.java,https://dev.java/learn/,clean code,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-java-clean-code-04,java,Java,clean-code,Clean Code,A,advanced,P2,occasional,framework_design,Senior SDET | Lead SDET | Test Automation Architect,"Design a reusable automation-framework component that depends on clean code. Explain API boundaries, thread safety, observability, performance trade-offs, and how you would test the component itself.","Accurately define clean code in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Discuss API/language semantics, edge cases, and maintainability. | Include code-level testing or debugging considerations. | Explain trade-offs at scale and identify conditions that would change the chosen design.",How would you prove the solution works in CI and not only on a developer machine?,Dev.java,https://dev.java/learn/,clean code,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-java-debugging-performance-01,java,Java,debugging-performance,Debugging Performance,A,basic,P0,very_common,concept,Senior SDET | Lead SDET | Test Automation Architect,"In Java, explain debugging performance. Which language or library rules govern it, and show a small code example that demonstrates correct behavior.","Accurately define debugging performance in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Discuss API/language semantics, edge cases, and maintainability. | Include code-level testing or debugging considerations.",What evidence would cause you to reject the first implementation of debugging performance?,Dev.java,https://dev.java/learn/,debugging performance,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-java-debugging-performance-02,java,Java,debugging-performance,Debugging Performance,A,intermediate,P1,common,coding,Senior SDET | Lead SDET | Test Automation Architect,"A test-automation codebase uses debugging performance in a way that is correct on small examples but fails under realistic data or concurrency. Review the design, identify the defect, and propose a maintainable correction.","Accurately define debugging performance in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Discuss API/language semantics, edge cases, and maintainability. | Include code-level testing or debugging considerations.","How would your answer change under parallel execution, larger data volume, or an unreliable dependency?",Dev.java,https://dev.java/learn/,debugging performance,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-java-debugging-performance-03,java,Java,debugging-performance,Debugging Performance,A,advanced,P2,occasional,debugging,Senior SDET | Lead SDET | Test Automation Architect,"Diagnose a production-like failure involving debugging performance. Describe the runtime evidence, code-level investigation, edge cases, and regression tests you would require before accepting the fix.","Accurately define debugging performance in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Discuss API/language semantics, edge cases, and maintainability. | Include code-level testing or debugging considerations. | Explain trade-offs at scale and identify conditions that would change the chosen design.",Which part of your design is most likely to become a maintenance problem after one year?,Dev.java,https://dev.java/learn/,debugging performance,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-java-debugging-performance-04,java,Java,debugging-performance,Debugging Performance,A,advanced,P2,occasional,framework_design,Senior SDET | Lead SDET | Test Automation Architect,"Design a reusable automation-framework component that depends on debugging performance. Explain API boundaries, thread safety, observability, performance trade-offs, and how you would test the component itself.","Accurately define debugging performance in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Discuss API/language semantics, edge cases, and maintainability. | Include code-level testing or debugging considerations. | Explain trade-offs at scale and identify conditions that would change the chosen design.",How would you prove the solution works in CI and not only on a developer machine?,Dev.java,https://dev.java/learn/,debugging performance,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-webdriver-architecture-01,selenium,Selenium WebDriver,webdriver-architecture,Webdriver Architecture,A,basic,P0,very_common,concept,Senior SDET | Lead SDET | Test Automation Architect,"In Selenium WebDriver, what problem does webdriver architecture solve? Give a concrete test example and identify the observable evidence that proves it is working correctly.","Accurately define webdriver architecture in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk.",What evidence would cause you to reject the first implementation of webdriver architecture?,Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,webdriver architecture,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-webdriver-architecture-02,selenium,Selenium WebDriver,webdriver-architecture,Webdriver Architecture,A,intermediate,P1,common,troubleshooting,Senior SDET | Lead SDET | Test Automation Architect,A browser or test-runner scenario involving webdriver architecture passes locally but fails intermittently in CI. Give a disciplined diagnosis sequence and explain which common workaround you would reject.,"Accurately define webdriver architecture in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk.","How would your answer change under parallel execution, larger data volume, or an unreliable dependency?",Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,webdriver architecture,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-webdriver-architecture-03,selenium,Selenium WebDriver,webdriver-architecture,Webdriver Architecture,A,advanced,P2,occasional,framework_design,Senior SDET | Lead SDET | Test Automation Architect,"Design a maintainable framework approach for webdriver architecture that supports parallel execution, useful failure artifacts, and clear ownership between tests and framework code.","Accurately define webdriver architecture in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk. | Explain trade-offs at scale and identify conditions that would change the chosen design.",Which part of your design is most likely to become a maintenance problem after one year?,Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,webdriver architecture,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-webdriver-architecture-04,selenium,Selenium WebDriver,webdriver-architecture,Webdriver Architecture,A,advanced,P2,occasional,compare_contrast,Senior SDET | Lead SDET | Test Automation Architect,"Compare the principal alternatives for implementing webdriver architecture. Explain portability, reliability, maintenance, and current-versus-legacy trade-offs.","Accurately define webdriver architecture in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk. | Explain trade-offs at scale and identify conditions that would change the chosen design.",How would you prove the solution works in CI and not only on a developer machine?,Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,webdriver architecture,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-driver-management-01,selenium,Selenium WebDriver,driver-management,Driver Management,A,basic,P0,very_common,concept,Senior SDET | Lead SDET | Test Automation Architect,"In Selenium WebDriver, what problem does driver management solve? Give a concrete test example and identify the observable evidence that proves it is working correctly.","Accurately define driver management in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk.",What evidence would cause you to reject the first implementation of driver management?,Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,driver management,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-driver-management-02,selenium,Selenium WebDriver,driver-management,Driver Management,A,intermediate,P1,common,troubleshooting,Senior SDET | Lead SDET | Test Automation Architect,A browser or test-runner scenario involving driver management passes locally but fails intermittently in CI. Give a disciplined diagnosis sequence and explain which common workaround you would reject.,"Accurately define driver management in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk.","How would your answer change under parallel execution, larger data volume, or an unreliable dependency?",Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,driver management,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-driver-management-03,selenium,Selenium WebDriver,driver-management,Driver Management,A,advanced,P2,occasional,framework_design,Senior SDET | Lead SDET | Test Automation Architect,"Design a maintainable framework approach for driver management that supports parallel execution, useful failure artifacts, and clear ownership between tests and framework code.","Accurately define driver management in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk. | Explain trade-offs at scale and identify conditions that would change the chosen design.",Which part of your design is most likely to become a maintenance problem after one year?,Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,driver management,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-driver-management-04,selenium,Selenium WebDriver,driver-management,Driver Management,A,advanced,P2,occasional,compare_contrast,Senior SDET | Lead SDET | Test Automation Architect,"Compare the principal alternatives for implementing driver management. Explain portability, reliability, maintenance, and current-versus-legacy trade-offs.","Accurately define driver management in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk. | Explain trade-offs at scale and identify conditions that would change the chosen design.",How would you prove the solution works in CI and not only on a developer machine?,Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,driver management,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-locators-01,selenium,Selenium WebDriver,locators,Locators,A,basic,P0,very_common,concept,Senior SDET | Lead SDET | Test Automation Architect,"In Selenium WebDriver, what problem does locators solve? Give a concrete test example and identify the observable evidence that proves it is working correctly.","Accurately define locators in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk.",What evidence would cause you to reject the first implementation of locators?,Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,locators,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-locators-02,selenium,Selenium WebDriver,locators,Locators,A,intermediate,P1,common,troubleshooting,Senior SDET | Lead SDET | Test Automation Architect,A browser or test-runner scenario involving locators passes locally but fails intermittently in CI. Give a disciplined diagnosis sequence and explain which common workaround you would reject.,"Accurately define locators in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk.","How would your answer change under parallel execution, larger data volume, or an unreliable dependency?",Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,locators,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-locators-03,selenium,Selenium WebDriver,locators,Locators,A,advanced,P2,occasional,framework_design,Senior SDET | Lead SDET | Test Automation Architect,"Design a maintainable framework approach for locators that supports parallel execution, useful failure artifacts, and clear ownership between tests and framework code.","Accurately define locators in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk. | Explain trade-offs at scale and identify conditions that would change the chosen design.",Which part of your design is most likely to become a maintenance problem after one year?,Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,locators,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-locators-04,selenium,Selenium WebDriver,locators,Locators,A,advanced,P2,occasional,compare_contrast,Senior SDET | Lead SDET | Test Automation Architect,"Compare the principal alternatives for implementing locators. Explain portability, reliability, maintenance, and current-versus-legacy trade-offs.","Accurately define locators in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk. | Explain trade-offs at scale and identify conditions that would change the chosen design.",How would you prove the solution works in CI and not only on a developer machine?,Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,locators,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-waits-synchronization-01,selenium,Selenium WebDriver,waits-synchronization,Waits And Synchronization,A,basic,P0,very_common,concept,Senior SDET | Lead SDET | Test Automation Architect,"In Selenium WebDriver, what problem does waits and synchronization solve? Give a concrete test example and identify the observable evidence that proves it is working correctly.","Accurately define waits and synchronization in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk.",What evidence would cause you to reject the first implementation of waits and synchronization?,Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,waits and synchronization,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-waits-synchronization-02,selenium,Selenium WebDriver,waits-synchronization,Waits And Synchronization,A,intermediate,P1,common,troubleshooting,Senior SDET | Lead SDET | Test Automation Architect,A browser or test-runner scenario involving waits and synchronization passes locally but fails intermittently in CI. Give a disciplined diagnosis sequence and explain which common workaround you would reject.,"Accurately define waits and synchronization in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk.","How would your answer change under parallel execution, larger data volume, or an unreliable dependency?",Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,waits and synchronization,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-waits-synchronization-03,selenium,Selenium WebDriver,waits-synchronization,Waits And Synchronization,A,advanced,P2,occasional,framework_design,Senior SDET | Lead SDET | Test Automation Architect,"Design a maintainable framework approach for waits and synchronization that supports parallel execution, useful failure artifacts, and clear ownership between tests and framework code.","Accurately define waits and synchronization in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk. | Explain trade-offs at scale and identify conditions that would change the chosen design.",Which part of your design is most likely to become a maintenance problem after one year?,Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,waits and synchronization,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-waits-synchronization-04,selenium,Selenium WebDriver,waits-synchronization,Waits And Synchronization,A,advanced,P2,occasional,compare_contrast,Senior SDET | Lead SDET | Test Automation Architect,"Compare the principal alternatives for implementing waits and synchronization. Explain portability, reliability, maintenance, and current-versus-legacy trade-offs.","Accurately define waits and synchronization in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk. | Explain trade-offs at scale and identify conditions that would change the chosen design.",How would you prove the solution works in CI and not only on a developer machine?,Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,waits and synchronization,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-interactions-01,selenium,Selenium WebDriver,interactions,Interactions,A,basic,P0,very_common,concept,Senior SDET | Lead SDET | Test Automation Architect,"In Selenium WebDriver, what problem does interactions solve? Give a concrete test example and identify the observable evidence that proves it is working correctly.","Accurately define interactions in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk.",What evidence would cause you to reject the first implementation of interactions?,Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,interactions,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-interactions-02,selenium,Selenium WebDriver,interactions,Interactions,A,intermediate,P1,common,troubleshooting,Senior SDET | Lead SDET | Test Automation Architect,A browser or test-runner scenario involving interactions passes locally but fails intermittently in CI. Give a disciplined diagnosis sequence and explain which common workaround you would reject.,"Accurately define interactions in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk.","How would your answer change under parallel execution, larger data volume, or an unreliable dependency?",Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,interactions,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-interactions-03,selenium,Selenium WebDriver,interactions,Interactions,A,advanced,P2,occasional,framework_design,Senior SDET | Lead SDET | Test Automation Architect,"Design a maintainable framework approach for interactions that supports parallel execution, useful failure artifacts, and clear ownership between tests and framework code.","Accurately define interactions in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk. | Explain trade-offs at scale and identify conditions that would change the chosen design.",Which part of your design is most likely to become a maintenance problem after one year?,Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,interactions,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-interactions-04,selenium,Selenium WebDriver,interactions,Interactions,A,advanced,P2,occasional,compare_contrast,Senior SDET | Lead SDET | Test Automation Architect,"Compare the principal alternatives for implementing interactions. Explain portability, reliability, maintenance, and current-versus-legacy trade-offs.","Accurately define interactions in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk. | Explain trade-offs at scale and identify conditions that would change the chosen design.",How would you prove the solution works in CI and not only on a developer machine?,Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,interactions,draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-frames-windows-alerts-01,selenium,Selenium WebDriver,frames-windows-alerts,"Frames, Windows, And Alerts",A,basic,P0,very_common,concept,Senior SDET | Lead SDET | Test Automation Architect,"In Selenium WebDriver, what problem does frames, windows, and alerts solve? Give a concrete test example and identify the observable evidence that proves it is working correctly.","Accurately define frames, windows, and alerts in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk.","What evidence would cause you to reject the first implementation of frames, windows, and alerts?",Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,"frames, windows, and alerts",draft,unreviewed,master_inventory,enrich_then_critic_then_promote
master-selenium-frames-windows-alerts-02,selenium,Selenium WebDriver,frames-windows-alerts,"Frames, Windows, And Alerts",A,intermediate,P1,common,troubleshooting,Senior SDET | Lead SDET | Test Automation Architect,"A browser or test-runner scenario involving frames, windows, and alerts passes locally but fails intermittently in CI. Give a disciplined diagnosis sequence and explain which common workaround you would reject.","Accurately define frames, windows, and alerts in the context of the domain. | Use a concrete example rather than only definitions. | Identify at least one realistic failure mode or anti-pattern. | State the evidence, test, metric, log, trace, or artifact that proves the conclusion. | Distinguish application state from automation synchronization. | Address portability, artifacts, and flakiness risk.","How would your answer change under parallel execution, larger data volume, or an unreliable dependency?",Selenium Documentation,https://www.selenium.dev/documentation/webdriver/,"frames, windows, and alerts",draft,unreviewed,master_inventory,enrich_then_critic_then_promote
